RADZIHOVSKY, L,TONER, J
LEE, SH,AKSAY, IA
LEE, SH,RAMIREZ, AP
LEE, SH,COLLINS, MF
LEE, SH,HELLER, L
LEE, SH,LACEVIC, N
LEE, SH,MATSUDA, M
LEE, SH,ERWIN, R
LEE, SH,MASUDA, T
LEE, SH,UCHIYAMA, Y
LEE, SH,TSUKADA, I
LEE, SH,WAKIMOTO, S
LEE, SH,GEHRING, PM
LEE, SH,UEKI, S
LEE, SH,NIEMOELLER, T
LEE, SH,SCHNEIDER, JR
LEE, SH,BOENI, P
LEE, SH,KIM, TH
LEE, SH,II, WR
LEE, SH,BONI, P
LEE, SH,MAJKRZAK, C
MATSUDA, M,KATSUMATA, K
MATSUDA, M,YOKOO, T
MATSUDA, M,SHAPIRO, SM
MATSUDA, M,ZARESTKY, JL
MATSUDA, M,YOSHIHAMA, T
MATSUDA, M,KAKURAI, K
MATSUDA, M,WAKIMOTO, S
MATSUDA, M,BOENI, P
LEE, C,DERENYI, I
WAKIMOTO, S,ERWIN, RW
WAKIMOTO, S,ERWIN, R
WAKIMOTO, S,GEHRING, PM
WAKIMOTO, S,UEKI, S
WAKIMOTO, S,BOENI, P
TRANQUADA, JM,LEMMENS, P
TRANQUADA, JM,AXE, JD
TRANQUADA, JM,ICHIKAWA, N
TRANQUADA, JM,FISCHER, M
TRANQUADA, JM,WOCHNER, P
TRANQUADA, JM,BUTTREY, DJ
TRANQUADA, JM,SACHAN, V
TRANQUADA, JM,KAKURAI, K
TRANQUADA, JM,GROVE, M
TRANQUADA, JM,GEHRING, PM
TRANQUADA, JM,NIEMOELLER, T
TRANQUADA, JM,FRELLO, T
TRANQUADA, JM,HUENNEFELD, H
TRANQUADA, JM,SCHNEIDER, JR
TRANQUADA, JM,PASHKEVICH, YG
TRANQUADA, JM,BLINKIN, VA
TRANQUADA, JM,GNEZDILOV, VP
TRANQUADA, JM,TSAPENKO, VV
TRANQUADA, JM,EREMENKO, VV
TRANQUADA, JM,WACHTER, P
ERWIN, RW,BORCHERS, JA
ERWIN, RW,HUANG, Q
ERWIN, RW,SANTORO, A
ERWIN, RW,PENG, J
ERWIN, RW,LI, ZY
ERWIN, RW,BAO, W
ERWIN, RW,BROHOLM, C
ERWIN, RW,BUCHER, E
ERWIN, RW,RAMIREZ, AP
ERWIN, RW,DENDER, DC
ERWIN, RW,COLLINS, MF
ERWIN, RW,HELLER, L
ERWIN, RW,LACEVIC, N
ERWIN, RW,SHAPIRO, SM
ERWIN, RW,RAYMOND, S
ERWIN, RW,LEHENY, RL
ERWIN, RW,CHRISTIANSON, RJ
ERWIN, RW,MOTOYA, K
ERWIN, RW,FAK, B
ERWIN, R,ZHELUDEV, A
ERWIN, R,NAKAMURA, M
ERWIN, R,YOKOO, T
ERWIN, R,RAYMOND, S
ERWIN, R,RESSOUCHE, E
ERWIN, R,ZALIZNYAK, I
ERWIN, R,MASUDA, T
ERWIN, R,TSUKADA, I
ERWIN, R,GEHRING, PM
MASUDA, T,ZHELUDEV, A
MASUDA, T,ZALIZNYAK, I
MASUDA, T,ANDO, Y
MASUDA, T,NAKAO, H
MASUDA, T,FUJIOKA, A
MASUDA, T,UCHIYAMA, Y
MASUDA, T,TSUKADA, I
MASUDA, T,MANABE, K
MASUDA, T,ISHIMOTO, H
MASUDA, T,HAYASHI, T
MASUDA, T,TAKEYA, J
MASUDA, T,KIRYUKHIN, V
MASUDA, T,WANG, YJ
MASUDA, T,LAMARRA, SC
MASUDA, T,BONI, P
TSUKADA, I,ZHELUDEV, A
TSUKADA, I,RESSOUCHE, E
TSUKADA, I,ZALIZNYAK, I
TSUKADA, I,ANDO, Y
TSUKADA, I,NAKAO, H
TSUKADA, I,FUJIOKA, A
TSUKADA, I,UCHIYAMA, Y
TSUKADA, I,TAKEYA, J
TSUKADA, I,KAKURAI, K
TSUKADA, I,KIRYUKHIN, V
TSUKADA, I,WANG, YJ
TSUKADA, I,LAMARRA, SC
TSUKADA, I,BONI, P
LEHENY, RL,CHRISTIANSON, RJ
KIRYUKHIN, V,SALEH, OA
KIRYUKHIN, V,WANG, YJ
KIRYUKHIN, V,LAMARRA, SC
WANG, YJ,CHOI, EJ
WANG, YJ,LEE, HJ
WANG, YJ,LAMARRA, SC
WANG, YJ,WEI, X
GEHRING, PM,ICHIKAWA, N
GEHRING, PM,UEKI, S
GEHRING, PM,NIEMOELLER, T
GEHRING, PM,SCHNEIDER, JR
GEHRING, PM,PARK, SE
GEHRING, PM,VAKHRUSHEV, SB
CLEMENT, E,DURAN, J
CLEMENT, E,RAJCHENBACH, J
CLEMENT, E,WITTMER, JP
CLEMENT, E,CATES, ME
CLEMENT, E,CLAUDIN, P
CLEMENT, E,VANEL, L
CLEMENT, E,ARGYRAKIS, P
WITTMER, JP,MUELLER, M
WITTMER, JP,CATES, ME
WITTMER, JP,CLAUDIN, P
WITTMER, JP,JOHNER, A
WITTMER, JP,TURNER, MS
WITTMER, JP,MILCHEV, A
WITTMER, JP,SCHOOT, PVD
WITTMER, JP,VANEL, L
WITTMER, JP,MULLER, M
CATES, ME,ACKLAND, GJ
CATES, ME,PAGONABARRAGA, I
CATES, ME,EVANS, RML
CATES, ME,MUELLER, M
CATES, ME,SOLLICH, P
CATES, ME,CLAUDIN, P
CATES, ME,LEQUEUX, F
CATES, ME,HEBRAUD, P
CATES, ME,POON, WCK
CATES, ME,OLOAN, OJ
CATES, ME,WEBSTER, AJ
CATES, ME,WITTMER, J
CATES, ME,JOHNER, A
CATES, ME,TURNER, MS
CATES, ME,MILCHEV, A
CATES, ME,WARREN, PB
CATES, ME,KRISHNA, S
CATES, ME,JURY, SI
CATES, ME,BLADON, P
CATES, ME,KENDON, VM
CATES, ME,DESPLAT, J
CATES, ME,VANEL, L
CATES, ME,MULLER, M
CATES, ME,FIELDING, SM
CLAUDIN, P,TERZIDIS, O
CLAUDIN, P,WITTMER, J
CLAUDIN, P,VANEL, L
CLAUDIN, P,BONAMY, D
CLAUDIN, P,LAURENT, L
CLAUDIN, P,DAVIAUD, F
BALDASSARRI, A,GABRIELLI, A
BALDASSARRI, A,DORNIC, I
BALDASSARRI, A,SAPOVAL, B
ALBA, M,FRADIN, C
ALBA, M,DAILLANT, J
ALBA, M,BRASLAU, A
ALBA, M,LUZET, D
ALBA, M,GOLDMANN, M
ALBA, M,GOURIER, C
ALBA, M,GRUEBEL, G
ALBA, M,VIGNAUD, G
ALBA, M,LEGRAND, JF
ALBA, M,PETIT, JLJM
ALBA, M,RIEUTORD, F
ALBA, M,DUPUIS, V
JONASON, K,MONTENEGRO, FC
JONASON, K,JONSSON, T
JONASON, K,NORDBLAD, P
JONASON, K,JONSSON, P
JONASON, K,DJURBERG, C
NORDBLAD, P,MONTENEGRO, FC
NORDBLAD, P,JONSSON, T
NORDBLAD, P,JONSSON, P
NORDBLAD, P,DJURBERG, C
NORDBLAD, P,HANSEN, MF
VANEL, L,HOWELL, D
VANEL, L,CLARK, D
VANEL, L,BEHRINGER, RP
DUPUIS, V,WILLS, AS
DUPUIS, V,PEREZ, A
DUPUIS, V,JAMET, M
DUPUIS, V,MELINON, P
DUPUIS, V,TRAVERSE, A
DUPUIS, V,BAGUENARD, B
BONAMY, D,LAURENT, L
BONAMY, D,DAVIAUD, F
LAURENT, L,DAVIAUD, F
HILFER, R,VIRGIN, B
HILFER, R,HASLUND, E
HILFER, R,HAAS, FM
HILFER, R,RAG, T
HILFER, R,VIRGI, B
HILFER, R,ANDRAUD, C
HILFER, R,BEGHDADI, A
HILFER, R,LAFAIT, J
HILFER, R,BISWAL, B
HILFER, R,MANWART, C
HILFER, R,LUCIAN, A
HILFER, R,BAKKE, S
HILFER, R,OREN, PE
HILFER, R,WIDJAJAKUSUMA, J
ACKLAND, GJ,WARREN, MC
ACKLAND, GJ,PAGONABARRAGA, I
ACKLAND, GJ,BRUCE, AD
ACKLAND, GJ,JACKSON, AN
LUIJTEN, E,BLOTE, HWJ
LUIJTEN, E,HERINGA, JR
LUIJTEN, E,KRECH, M
LUIJTEN, E,MAINZ, KBG
LUIJTEN, E,ANISIMOV, MA
LUIJTEN, E,AGAYAN, VA
LUIJTEN, E,SENGERS, JV
LUIJTEN, E,MULLER, M
NIELABA, P,MARTONAK, R
NIELABA, P,SENGUPTA, S
NIELABA, P,MARX, D
NIELABA, P,DENTON, AR
NIELABA, P,ASHCROFT, NW
NIELABA, P,MAZEL, A
SCHMID, F,MUELLER, M
SCHMID, F,JOHANNSMANN, D
SCHMID, F,HALPERIN, A
SCHMID, F,WERNER, A
SCHMID, F,NIELEBA, P
SCHMID, F,STADLER, C
SCHMID, F,LANGE, H
SCHMID, F,HAAS, FF
MUELLER, M,WERNER, A
MUELLER, M,SCHICK, M
MUELLER, M,GEISINGER, T
KRECH, M,DIETRICH, S
KRECH, M,BUNKER, A
KRECH, M,HANKE, A
KRECH, M,SCHLESENER, F
BRUCE, AD,JACKSON, AN
EVANS, R,GROH, B
EVANS, R,DIETRICH, S
EVANS, R,GOTZELMANN, B
EVANS, R,DIJKSTRA, M
EVANS, R,MACIOLEK, A
CONSTA, S,ALEXANDROWICZ, Z
SCHOEN, M,HOLZLOEHNER, R
BORGHI, GP,GIRLANDO, A
BORGHI, GP,PAINELLI, A
BORGHI, GP,VOIT, J
GIRLANDO, A,PAINELLI, A
GIRLANDO, A,VOIT, J
GIRLANDO, A,VISENTINI, G
GIRLANDO, A,FORTUNELLI, A
GIRLANDO, A,MASINO, M
GIRLANDO, A,VALLE, GVRGD
GIRLANDO, A,BRILLANTE, A
PAINELLI, A,VOIT, J
PAINELLI, A,VISENTINI, G
PAINELLI, A,FORTUNELLI, A
VOIT, J,PU, FC
VISENTINI, G,FORTUNELLI, A
MASINO, M,VALLE, GVRGD
MASINO, M,BRILLANTE, A
VALLE, GVRGD,BRILLANTE, A
PU, FC,ZHOU, J
PU, FC,LIANG, JQ
PU, FC,MUELLERKIRSTEN, HJW
PU, FC,ZIMMERSCHIED, F
PU, FC,JIN, Y
PU, FC,ZHANG, YB
PU, FC,PARK, DK
PU, FC,NIE, YH
PU, FC,KOU, SP
PU, FC,MULLERKIRSTEN, HJW
PU, FC,WANG, XB
PU, FC,NIE, Y
VAULCHIER, LAD,VIEREN, JP
VAULCHIER, LAD,GULDNER, Y
VAULCHIER, LAD,BONTEMPS, N
VAULCHIER, LAD,LEMAITRE, Y
VAULCHIER, LAD,MAGE, JC
VAULCHIER, LAD,DJORDJEVIC, S
VAULCHIER, LAD,MOFFAT, S
VAULCHIER, LAD,PRESTON, J
VAULCHIER, LAD,CASTEL, X
VAULCHIER, LAD,GUILLOUXVIRY, M
VAULCHIER, LAD,PERRIN, A
VIEREN, JP,GULDNER, Y
VIEREN, JP,BONTEMPS, N
VIEREN, JP,LEMAITRE, Y
VIEREN, JP,MAGE, JC
VIEREN, JP,DJORDJEVIC, S
VIEREN, JP,MOFFAT, S
VIEREN, JP,PRESTON, J
VIEREN, JP,CASTEL, X
VIEREN, JP,GUILLOUXVIRY, M
VIEREN, JP,PERRIN, A
GULDNER, Y,BONTEMPS, N
GULDNER, Y,LEMAITRE, Y
GULDNER, Y,MAGE, JC
GULDNER, Y,DJORDJEVIC, S
GULDNER, Y,MOFFAT, S
GULDNER, Y,PRESTON, J
GULDNER, Y,CASTEL, X
GULDNER, Y,GUILLOUXVIRY, M
GULDNER, Y,PERRIN, A
BONTEMPS, N,LEMAITRE, Y
BONTEMPS, N,MAGE, JC
BONTEMPS, N,SACUTO, A
BONTEMPS, N,MONOD, P
BONTEMPS, N,VIALLET, V
BONTEMPS, N,COLSON, D
BONTEMPS, N,TAMEGAI, T
BONTEMPS, N,ENRIQUEZ, H
BONTEMPS, N,WILDE, YD
BONTEMPS, N,DJORDJEVIC, S
BONTEMPS, N,MOFFAT, S
BONTEMPS, N,PRESTON, J
BONTEMPS, N,CASTEL, X
BONTEMPS, N,GUILLOUXVIRY, M
BONTEMPS, N,PERRIN, A
BONTEMPS, N,MULLER, CA
LEMAITRE, Y,MAGE, JC
SACUTO, A,MONOD, P
SACUTO, A,VIALLET, V
SACUTO, A,COLSON, D
SACUTO, A,MULLER, CA
SACUTO, A,CAYSSOL, J
MONOD, P,VIALLET, V
MONOD, P,COLSON, D
MONOD, P,CAYSSOL, J
VIALLET, V,COLSON, D
VIALLET, V,MULLER, CA
COLSON, D,TIMUSK, T
COLSON, D,STARTSEVA, T
COLSON, D,MCGUIRE, JJ
COLSON, D,MULLER, CA
COLSON, D,CAYSSOL, J
COLSON, D,WINDT, M
COLSON, D,VIALLETGUILLEN, V
GASPARIAN, V,CHRISTEN, T
I, GC,AIRES, B
CUEVAS, E,ORTUNO, M
CUEVAS, E,DIAZSANCHEZ, A
ORTUNO, M,AZSANCHEZ, AD
ORTUNO, M,MOBIUS, A
ORTUNO, M,DIAZSANCHEZ, A
ORTUNO, M,POLLAK, M
ORTUNO, M,MOEBIUS, A
ANDRES, PLD,GARCIAVIDAL, FJ
ANDRES, PLD,FLORES, F
ANDRES, PLD,REUTER, K
ANDRES, PLD,SESTOVIC, D
ANDRES, PLD,HOHENESTER, U
ANDRES, PLD,KOCEVAR, P
ANDRES, PLD,HEINZ, K
CHEREPANOV, V,STEINBERG, V
CHEREPANOV, V,RINBERG, D
CHEREPANOV, V,KORENBLIT, IY
TORNOW, S,ZEVIN, V
TORNOW, S,ZWICKNAGL, G
VIRGIN, B,HASLUND, E
VIRGIN, B,ANDRAUD, C
VIRGIN, B,BEGHDADI, A
VIRGIN, B,LAFAIT, J
HASLUND, E,ANDRAUD, C
HASLUND, E,BEGHDADI, A
HASLUND, E,LAFAIT, J
RAG, T,VIRGI, B
ANDRAUD, C,BEGHDADI, A
ANDRAUD, C,LAFAIT, J
BEGHDADI, A,LAFAIT, J
BISWAL, B,MANWART, C
BISWAL, B,BAKKE, S
BISWAL, B,OREN, PE
BISWAL, B,WIDJAJAKUSUMA, J
MANWART, C,BAKKE, S
MANWART, C,OREN, PE
BAKKE, S,OREN, PE
ROZENBERG, MJ,KAJUETER, H
ROZENBERG, MJ,THOMAS, GA
ROZENBERG, MJ,RAPKINE, DH
ROZENBERG, MJ,HONIG, JM
ROZENBERG, MJ,METCALF, P
ROZENBERG, MJ,KRAUTH, W
ROZENBERG, MJ,INOUE, IH
ROZENBERG, MJ,MAKINO, H
ROZENBERG, MJ,IGA, F
ROZENBERG, MJ,NISHIHARA, Y
ROZENBERG, MJ,FERRARI, V
ROZENBERG, MJ,LANGE, E
ROZENBERG, MJ,AIURA, Y
ROZENBERG, MJ,HASE, I
ROZENBERG, MJ,ONARI, S
ROZENBERG, MJ,WEHT, R
KRAUTH, W,NARASCHEWSKI, M
KRAUTH, W,SILVA, PPD
KRAUTH, W,DRESS, C
KRAUTH, W,BUHOT, A
KRAUTH, W,HOLZMANN, M
NIEMINEN, JA,ALANISSILA, T
NIEMINEN, JA,HAATAJA, M
ALANISSILA, T,PROVATAS, N
ALANISSILA, T,PICHE, L
ALANISSILA, T,HAATAJA, M
ALANISSILA, T,MERIKOSKI, J
ALANISSILA, T,DUBE, M
ALANISSILA, T,MAJANIEMI, S
ALANISSILA, T,HERMINGHAUS, S
ALANISSILA, T,HJELT, T
ALANISSILA, T,LEIDERER, P
ALANISSILA, T,VATTULAINEN, I
ALANISSILA, T,ROST, M
ALANISSILA, T,KARTTUNEN, M
ALANISSILA, T,ELDER, K
ALANISSILA, T,KUITTU, MP
ALANISSILA, T,HEINONEN, J
ALANISSILA, T,KOPONEN, I
HAATAJA, M,PROVATAS, N
HAATAJA, M,MAJANIEMI, S
HAATAJA, M,SEPPALA, E
HAATAJA, M,KARTTUNEN, M
HAATAJA, M,KUITTU, MP
GORBAR, E,MASHKEVICH, S
GORBAR, E,SHARAPOV, S
MASHKEVICH, S,SHARAPOV, S
MASHKEVICH, S,UE, SO
MASHKEVICH, S,OLAUSSEN, K
MASHKEVICH, S,KRISTOFFERSEN, A
OLAUSSEN, K,KRISTOFFERSEN, A
RUDINGER, A,PIECHON, F
YURKE, B,PARGELLIS, AN
DHAR, A,CHAUDHURI, P
BRUYNSERAEDE, Y,LANGER, L
BRUYNSERAEDE, Y,BAYOT, V
BRUYNSERAEDE, Y,GRIVEI, E
BRUYNSERAEDE, Y,ISSI, JP
BRUYNSERAEDE, Y,HEREMANS, JP
BRUYNSERAEDE, Y,OLK, CH
BRUYNSERAEDE, Y,STOCKMAN, L
BRUYNSERAEDE, Y,HAESENDONCK, CV
BRUYNSERAEDE, Y,QIU, XG
BRUYNSERAEDE, Y,MOSHCHALKOV, VV
BRUYNSERAEDE, Y,KARPINSKI, J
BRUYNSERAEDE, Y,JAKOB, G
BRUYNSERAEDE, Y,ADRIAN, H
BRUYNSERAEDE, Y,BRUYNDONCX, V
BRUYNSERAEDE, Y,ROSSEEL, E
BRUYNSERAEDE, Y,LOOK, LV
BRUYNSERAEDE, Y,BAERT, M
BRUYNSERAEDE, Y,BAEL, MJV
BRUYNSERAEDE, Y,PUIG, T
BRUYNSERAEDE, Y,JONCKHEERE, R
BRUYNSERAEDE, Y,PINSARD, L
BRUYNSERAEDE, Y,LEONYUK, LI
BRUYNSERAEDE, Y,TRAPPENIERS, L
BRUYNSERAEDE, Y,VANACKEN, J
BRUYNSERAEDE, Y,WECKHUYSEN, L
BRUYNSERAEDE, Y,ROSSEEL, K
BRUYNSERAEDE, Y,DIDYK, AY
BRUYNSERAEDE, Y,GONCHAROV, IN
BRUYNSERAEDE, Y,BOON, W
BRUYNSERAEDE, Y,NEUTTIENS, G
BRUYNSERAEDE, Y,TEMST, K
BRUYNSERAEDE, Y,GORDON, I
BRUYNSERAEDE, Y,MANGIN, S
BRUYNSERAEDE, Y,TENIERS, G
BRUYNSERAEDE, Y,CURRAS, S
BRUYNSERAEDE, Y,PERRET, J
BRUYNSERAEDE, Y,MARTINOLI, P
BRUYNSERAEDE, Y,LOCQUET, J
BRUYNSERAEDE, Y,MORELLE, M
BRUYNSERAEDE, Y,LANGE, M
BRUYNSERAEDE, Y,BEKAERT, J
BRUYNSERAEDE, Y,MAY, U
BRUYNSERAEDE, Y,LOCQUET, JP
LEMMENS, P,MUTHUKUMAR, VN
LEMMENS, P,VALENTI, R
LEMMENS, P,GROS, C
LEMMENS, P,WENZEL, W
LEMMENS, P,EISENER, B
LEMMENS, P,BRINKMANN, M
LEMMENS, P,GUNTHERODT, G
LEMMENS, P,DONGEN, PV
LEMMENS, P,RICHTER, W
LEMMENS, P,WEIDEN, M
LEMMENS, P,STEGLICH, F
LEMMENS, P,LOOSDRECHT, PHMV
LEMMENS, P,MISHCHENKO, AS
LEMMENS, P,KOLESNIKOV, NN
LEMMENS, P,FISCHER, M
LEMMENS, P,BUTTREY, DJ
LEMMENS, P,HAUPTMANN, R
LEMMENS, P,HYSIK, GG
LEMMENS, P,DORTMUND, U
LEMMENS, P,J, PG
LEMMENS, P,ELS, G
LEMMENS, P,VONBERG, H
LEMMENS, P,TANUMA, GSUS
LEMMENS, P,BULLESFELD, F
LEMMENS, P,ASSMUS, W
LEMMENS, P,MORRE, E
LEMMENS, P,GROVE, M
LEMMENS, P,KAGEYAMA, H
LEMMENS, P,ONIZUKA, K
LEMMENS, P,SHERMAN, E
LEMMENS, P,PASHKEVICH, YG
LEMMENS, P,BLINKIN, VA
LEMMENS, P,GNEZDILOV, VP
LEMMENS, P,TSAPENKO, VV
LEMMENS, P,EREMENKO, VV
LEMMENS, P,WACHTER, P
LEMMENS, P,SHERMAN, EY
LOOSDRECHT, PHMV,GUNTHERODT, G
LOOSDRECHT, PHMV,HUANT, S
LOOSDRECHT, PHMV,DHALENNE, GMG
LOOSDRECHT, PHMV,FISCHER, M
LOOSDRECHT, PHMV,ZEMAN, J
LOOSDRECHT, PHMV,ELS, G
LOOSDRECHT, PHMV,VONBERG, H
LOOSDRECHT, PHMV,TANUMA, GSUS
LOOSDRECHT, PHMV,KONSTANTINOVIC, MJ
LOOSDRECHT, PHMV,GROVE, M
LOOSDRECHT, PHMV,SHERMAN, EY
FISCHER, M,GUNTHERODT, G
FISCHER, M,RICHTER, W
FISCHER, M,WEIDEN, M
FISCHER, M,STEGLICH, F
FISCHER, M,MISHCHENKO, AS
FISCHER, M,BUTTREY, DJ
FISCHER, M,HAUPTMANN, R
FISCHER, M,HYSIK, GG
FISCHER, M,DORTMUND, U
FISCHER, M,J, PG
FISCHER, M,ELS, G
FISCHER, M,MORRE, E
FISCHER, M,GROVE, M
FISCHER, M,KAGEYAMA, H
FISCHER, M,ONIZUKA, K
FISCHER, M,SHERMAN, E
FISCHER, M,PASHKEVICH, YG
FISCHER, M,BLINKIN, VA
FISCHER, M,GNEZDILOV, VP
FISCHER, M,TSAPENKO, VV
FISCHER, M,EREMENKO, VV
FISCHER, M,WACHTER, P
FISCHER, M,SHERMAN, EY
BUTTREY, DJ,WOCHNER, P
BUTTREY, DJ,SACHAN, V
BUTTREY, DJ,GROVE, M
BUTTREY, DJ,PASHKEVICH, YG
BUTTREY, DJ,BLINKIN, VA
BUTTREY, DJ,GNEZDILOV, VP
BUTTREY, DJ,TSAPENKO, VV
BUTTREY, DJ,EREMENKO, VV
BUTTREY, DJ,WACHTER, P
ELS, G,GUNTHERODT, G
ELS, G,WEIDEN, M
ELS, G,STEGLICH, F
ELS, G,MISHCHENKO, AS
ELS, G,HAUPTMANN, R
ELS, G,VONBERG, H
ELS, G,TANUMA, GSUS
ELS, G,MORRE, E
ELS, G,GROVE, M
ELS, G,SHERMAN, E
VONBERG, H,GUNTHERODT, G
VONBERG, H,TANUMA, GSUS
MOSHCHALKOV, VV,DEVREESE, JT
MOSHCHALKOV, VV,VASILEV, AN
MOSHCHALKOV, VV,QIU, XG
MOSHCHALKOV, VV,KARPINSKI, J
MOSHCHALKOV, VV,JAKOB, G
MOSHCHALKOV, VV,ADRIAN, H
MOSHCHALKOV, VV,BRUYNDONCX, V
MOSHCHALKOV, VV,ROSSEEL, E
MOSHCHALKOV, VV,LOOK, LV
MOSHCHALKOV, VV,BAERT, M
MOSHCHALKOV, VV,BAEL, MJV
MOSHCHALKOV, VV,PUIG, T
MOSHCHALKOV, VV,JONCKHEERE, R
MOSHCHALKOV, VV,KONSTANTINOVIC, MJ
MOSHCHALKOV, VV,POPOVIC, ZV
MOSHCHALKOV, VV,PINSARD, L
MOSHCHALKOV, VV,LEONYUK, LI
MOSHCHALKOV, VV,TRAPPENIERS, L
MOSHCHALKOV, VV,VANACKEN, J
MOSHCHALKOV, VV,WECKHUYSEN, L
MOSHCHALKOV, VV,ROSSEEL, K
MOSHCHALKOV, VV,DIDYK, AY
MOSHCHALKOV, VV,GONCHAROV, IN
MOSHCHALKOV, VV,BOON, W
MOSHCHALKOV, VV,VERSCHUERE, M
MOSHCHALKOV, VV,TEMST, K
MOSHCHALKOV, VV,GORDON, I
MOSHCHALKOV, VV,MANGIN, S
MOSHCHALKOV, VV,IVANOV, VA
MOSHCHALKOV, VV,KHUONG, P
MOSHCHALKOV, VV,TENIERS, G
MOSHCHALKOV, VV,CURRAS, S
MOSHCHALKOV, VV,PERRET, J
MOSHCHALKOV, VV,MARTINOLI, P
MOSHCHALKOV, VV,LOCQUET, J
MOSHCHALKOV, VV,MORELLE, M
MOSHCHALKOV, VV,LANGE, M
MOSHCHALKOV, VV,BEKAERT, J
MOSHCHALKOV, VV,MAY, U
MOSHCHALKOV, VV,LOCQUET, JP
MOSHCHALKOV, VV,GAJIC, R
MOSHCHALKOV, VV,PROVOOST, R
MOSHCHALKOV, VV,FOMIN, VM
LOOK, LV,BRUYNDONCX, V
LOOK, LV,ROSSEEL, E
LOOK, LV,BAERT, M
LOOK, LV,BAEL, MJV
LOOK, LV,PUIG, T
LOOK, LV,JONCKHEERE, R
LOOK, LV,VERSCHUERE, M
LOOK, LV,TEMST, K
LOOK, LV,MORELLE, M
LOOK, LV,LANGE, M
LOOK, LV,BEKAERT, J
LOOK, LV,MAY, U
BAEL, MJV,BRUYNDONCX, V
BAEL, MJV,ROSSEEL, E
BAEL, MJV,BAERT, M
BAEL, MJV,PUIG, T
BAEL, MJV,JONCKHEERE, R
BAEL, MJV,TEMST, K
BAEL, MJV,MORELLE, M
BAEL, MJV,LANGE, M
BAEL, MJV,BEKAERT, J
BAEL, MJV,MAY, U
GROVE, M,GUNTHERODT, G
GROVE, M,WEIDEN, M
GROVE, M,STEGLICH, F
GROVE, M,BULLESFELD, F
GROVE, M,ASSMUS, W
GROVE, M,KAGEYAMA, H
GROVE, M,ONIZUKA, K
GROVE, M,PASHKEVICH, YG
GROVE, M,BLINKIN, VA
GROVE, M,GNEZDILOV, VP
GROVE, M,TSAPENKO, VV
GROVE, M,EREMENKO, VV
GROVE, M,WACHTER, P
TEMST, K,HAESENDONCK, CV
TEMST, K,DEVREESE, JT
TEMST, K,ROSSEEL, E
TEMST, K,MORELLE, M
TEMST, K,LANGE, M
TEMST, K,BEKAERT, J
TEMST, K,MAY, U
TEMST, K,FOMIN, VM
TEMST, K,SEYNAEVE, E
TEMST, K,GLADILIN, VN
PASHKEVICH, YG,BLINKIN, VA
PASHKEVICH, YG,GNEZDILOV, VP
PASHKEVICH, YG,TSAPENKO, VV
PASHKEVICH, YG,EREMENKO, VV
PASHKEVICH, YG,WACHTER, P
PASHKEVICH, YG,FILIPPOV, AE
BLINKIN, VA,GNEZDILOV, VP
BLINKIN, VA,TSAPENKO, VV
BLINKIN, VA,EREMENKO, VV
BLINKIN, VA,WACHTER, P
GNEZDILOV, VP,TSAPENKO, VV
GNEZDILOV, VP,EREMENKO, VV
GNEZDILOV, VP,WACHTER, P
TSAPENKO, VV,EREMENKO, VV
TSAPENKO, VV,WACHTER, P
EREMENKO, VV,WACHTER, P
LANGE, M,BEKAERT, J
LANGE, M,MAY, U
BEKAERT, J,MAY, U
JEONG, H,KAHNG, B
JEONG, H,ISRAELI, N
JEONG, H,PARK, S
JEONG, H,ALBERT, R
KAHNG, B,VICSEK, T
KAHNG, B,PARK, S
KAHNG, B,ALBERT, R
KAHNG, B,TEGZES, P
KAHNG, B,SCHIFFER, P
KAHNG, B,ALBERT, I
KAHNG, B,SAMPLE, JG
KAHNG, B,PFEIFER, M
HUANG, HY,WU, FY
HUANG, HY,KUNZ, H
WU, FY,KUNZ, H
WU, FY,LU, WT
WU, FY,KING, C
WU, FY,TZENG, WJ
KUNZ, H,BERGLUND, N
LEE, HY,PARK, SH
PARK, SH,KOO, TY
PARK, SH,LEE, KB
PARK, SH,JEONG, YH
HONG, H,YOON, BG
HONG, H,SOH, KS
HONG, H,KIM, HJ
GREENLAW, R,MORIARTY, K
CHOI, YS,LUCKE, A
CHOI, YS,SCHWEIZER, T
CHOI, YS,CHAYES, LV
CHOI, YS,CHAYES, LM
LUCKE, A,ANKERHOLD, J
LUCKE, A,GRABERT, H
LUCKE, A,SCHWEIZER, T
LUCKE, A,CHAYES, LV
LUCKE, A,MAK, CH
LUCKE, A,CHAYES, LM
LUCKE, A,STOCKBURGER, J
SCHWEIZER, T,CHAYES, LV
SCHWEIZER, T,CHAYES, LM
MORIARTY, K,CHAYES, LY
MORIARTY, K,LUO, X
MORIARTY, K,HUANG, C
MORIARTY, K,JIANG, J
MORIARTY, K,JIRARI, H
JOHNSON, G,GOULD, H
JOHNSON, G,CHAYES, LK
JOHNSON, G,MELCUK, AI
JOHNSON, G,KLEIN, W
JOHNSON, G,MOUNTAIN, RD
JOHNSON, G,TOBOCHNIK, J
JOHNSON, G,ANGHEL, M
GOULD, H,CHAYES, LK
GOULD, H,MELCUK, AI
GOULD, H,KLEIN, W
GOULD, H,MOUNTAIN, RD
GOULD, H,TOBOCHNIK, J
GOULD, H,ANGHEL, M
GOULD, H,SUN, R
SIMONETTI, P,ANDERSEN, JV
